text,sentiment
inmen se jisko  jab  mayest hadst kar do aur jisko  jab tak  mayest apne pas rakho aur jin aurton ko tumne hadst kar diya tha agar phir thou unke khvah ho to bhi thou par koee blame nahin hai ye  ateyar jo thee diya gaya hai  zaroor is abil hai ki tumhari biviyon ki ऑnkhen thandi rahe aur aarjooda atir n ho aur knowing kuchh thou unhen grief do sabki sab us par prevention rahen aur jo kuchh tumhare hearts men hai eyes usko ub janta hai aur eyes to bara vaiphkar forbearing hai,positive
unke called dramas men percentage of poetry mukhy hai unmen sngit bhi shamil hai.,positive
buddh ka birthday death vyapak roop se theravada countries men manaya jata hai unki mother ka unke birthday ke sat death bad budha ho gaya tha.,negative
eeran ke vidrohiyon ke sath irak dvara kiye ja rahe durvyavhar se jo prashn khade hote hain unmen manavta ke aadhar par chinta to hai hi yah irak men goal of minimizing ko badhne se rokne men mujahidine khalk ki mahti bhoomika ko bhi avruddh karta hai.,positive
s aapko  s men shamil hone ke lie aamntrit kar raha hai,positive
chhale ka treated n hone ke karan vah sooj gaya hai,neutral
ta  30-5-1947 lahore ki situation ke vishay men likhe gaye aapke 24 mee ke letter ke lie thank,positive
oopri tala ke hara men karnakutas ki absence svny hara ke elimination aur uske place par corners par top deity ke vahanas aur lanchanas ke placement ki disha men first step hain.,positive
port to warehouse tak mal ki dhulaee ka vyay aayatak dvara vahan kiya jata hai.,neutral
doosri or pranayam prankosh men pranik sakriyta ki sarpakar kundlini-shakti ko jaga deta hai tatha yogi ke samne chetna ke aese kshetr anubhav ki aesi shrinkhlane tatha asamany shaktiyan kholakar rakh deta hai jo samany manav-jivan men prapt nahin hotin sath hi vah un samany shaktiyon evn kshamtaon ko bhi jo uske pas pahle se hain atishay sabal bana deta hai.,positive
central european _ MacCE,neutral
nakaratmak jnjanvad sharir aur aatma ke snbadh ko snyogatmak aur arthhin manta hai.,negative
is prkar shaktihin kunthit krodhit logon ne apne adhikariyon par gussa dikhaya tatha apne nikat ke nirdosh logon ko nishana banaya,negative
yadi yah sach hota to vijnjan jnjan ki ek yatharth vishvasniy aur upyogi shakha nahin hoti prkriti give guidance taraph avyavastha aur bhram vyapt hota khojne ke lie koee sthayi niyam hote aur n hi ek doosre tathyon ek doosri ghatnaon ke bich koee nishchit snbndh hote aur n hi pichhle anubhvon se manushy ko apne karyon ke lie koee margadarshan milta.,negative
yah ek constant dhyan focus points aur kah rahi karne ke lie focus,neutral
ve aapas men allah ki smen khakar bole ham avashy usapar aur uske gharvalon par rat ko chhapa marenge. phir uske vali prijan se kah denge ki ham uske gharvalon ke vinash ke avasar par maujood n the. aur ham bilkul surely truthful,positive
powered coal ki takat pe khare hue,neutral
aur pratyek protection satan se surakshit rakhne ke lie,negative
isi prkar mndap ki do relieved five times panch ubhar har tatvon ke anuroop hain jismen se har disha men madhyavarti ek devkoshth hai jo puna mndir prvesh ke donon aur samne ki poorvi divar ke donon khndon par prapy hai.,positive
nagrik aapoorti aur upbhokta mamle tatha sarvajnik vitaran weights and measures nideshalay is vishay se snbndhit sabhi gatividhiyon ko dekhne vali prmukh ejensi hain.,neutral
confirm vidhivat mnjoor kiya huaa hai-pushti bhejen.,positive
shasanakla ke is mntr ko pahchante hue karnatak dvara shasan aur shasit ke bich snbndhon ko ghanishth banane ka pryas kiya ja raha hai.,neutral
kintu international standards se kuchh nirdesh milte hain jinmen yah bhi shamil hai ki yadi adhikar-hanan ki shikayat ho to pratyek vyakti uska samadhan pa sake.,positive
to 8 hota hai 2 times 2 times 2,neutral
mamata ne 1997 men parti se alag hokar trinamool banaee thi tabse parti se congress ke jane ka string jari hai,negative
aur evil best ke javab men aesi best kaho jo nihayat achchhi ho jo kuchh ye log  tumhari nisbat  bayan karte hain usse ham oob vaiph hain,positive
inmen se jisko jab chaho alag kar do aur jisko jab tak chaho apne pas rakho aur jin aurton ko tumne alag kar diya tha agar phir tum unke khvah ho to bhi tum par koee mazaea nahin hai ye thou hadst set diya gaya hai zaroor is abil hai ki tumhari biviyon ki ऑnkhen thandi rahe aur aarjooda atir n ho aur vo kuchh tum unhen de do sabki sab us par razi rahen aur jo kuchh tumhare dilon men hai khuda usko ub janta hai aur khuda to bara vaiphkar burdbar hai,positive
cultural relations bhartiy cultural relations parishad desh ke sanskritik doot ki bhoomika nibha rahi hai.,neutral
unhen n keval bahut se gairkanooni kar aur mahsool compelled to pay kiya jata perform forced labour bhi karayi jati thi,negative
to vah log kahne lage kya unto hamare pas islie hast ho ki sirph uda ki to ibadat karen aur jinko hamare fathers dada poojte chale hast chhor baithen pas agar unto truthful ho to jisse unto hamko darate ho hamare pas lao,positive
ek or jahan sanvidhik chalnidhi anupat eselaar men nivesh ki rashi 49938 karor thi vahin doosri or gair-sanvidhik chalnidhi anupat men nivesh ki rashi 60746 karor rahi hal,neutral
ismen role of akbar prithviraj played by prithviraj tha.,positive
je  pi  aur vinoba donon ne us war ka samarthan kiya.,negative
agar free kuchh covered nahin kiya hai par ek comment likhne ke lie feel free karta hoon,positive
aur  unki bhi yahi halat thi ki  unke pas koee apostle n aaya magar un logon ne uski hnsi zarur uraee,negative
ek irritated voice men unhonne kaha ki,negative
svarg  ke lie greek men  kvaranos   uranus planet ke oopar nam rakha gaya,positive
file sahejne ke lie aapke pas necessary permissions nahin hai,positive
tat par anek quay commenced pakaro chillane lage.,positive
s ko path men nahin paya ja saka,neutral
information ke is gap ko pate bina aesi disparity will persist,neutral
is kshetr large number birds visit number,positive
military action itni scattered huee aur sporadic thi ki hamari people  jinka n koee neta tha aur n hi jiske pas door-draj ke remote tak snchar ke koee means the  shayad clear roop se yah janti tak nahin thi ki unke country ko ya ho raha,positive
baharhal  main yah anuman nahin lagana chahta tha ki bndi ne pahle hi in attempt to infer di thi ya nahin  kyonki court of justice men sirph aese anuman ko svikar nahin kiya,negative
unhen exotic music bhav-vibhor nahin kar pata tha.,negative
amount rashi jise kisi snbhavit dayitvjokhim ki poorti ke lie set se rakh diya gaya ho.,negative
data to window par transfer kiya ja saka,neutral
such nation aese inspired teachers ka rini hai.,positive
ye pustken bngla men abhivyakti ki kshamta baane ke lie snskrit sahity par adhikar karke bngla sahity se ghanishth sampark tak aur hindoo kalej tatha mishanriyon dvara sthapit kalejon men di jane vali angrezi shiksha tak pahunchane ka kam nibhane vali thin.,positive
jin persons taking sulphonylurea davaiyan di ja rahi hain aur unka blood glucose star samany hai unhen exercise programme ke dauran in davaiyon in davaiyon ki khurak kam karne ki aavashyakta ho sakti,positive
selected messages pae ge ke roop men chihnit karen,neutral
user ka nam bataen agar aap current user nahi hai,neutral
repayment kastmaiz kiya ja sakta hai bahut highly fleksibal  maximum 30 varsh.,positive
aur great gunah par violation rahte the,positive
tissue ko dekhne ke lie microscope pryog kiya gaya,neutral
premachand ke anusar unki short story duniya ka sabse precious jewel san 1907 men prkashit huee.,positive
aur tum apni thing secretly kaho ya khullam khulla vah to dil ke bhedon tak se oob vaif hai,positive
live: ye per aur ghas vale khule maidanon live near water,neutral
raz magicians ne kaha ae moosa ya to tum hi apne jadoo phenko aur ya ye ki pahle jo jadoo phenke vah ham hi hon,neutral
ki hamen is word shabd ko mita hi dena chahie,neutral
peasant jhakjhor utha aur vah apni quiescent shell men se nikal kar bahar jhankne laga,negative
un god ka badla yahi hai ki unapar allah aur angels aur sare manushyon ki condemnation hai,positive
hamne to tum logon ke pas vah kitab kuran nazil ki hai jismen tumhara bhi zikre air hai to kya tum log itna bhi samajhte,neutral
bug baddi snsthapit nahin hai,neutral
ki se multiplying karne ke roop men ek hi thing hai,neutral
thousands pahle dekh chuke hain ki hajaro shiva basav ke ghar house the aur vah bhatipad gata huaa  shiv ke bare men speaking karta huaa nights unhin ke sath bitata tha,positive
dieneaarene  protein building  acid iriyaen ek parakhanli men bhi ki ja sakti hain basharte iske lie aavshri-oonshchhsh-yak sequence tatha ribosome aadi padarth upalbri-oonshchhsh-dh honprarnbhik information ka rim dene hetu nri-oonshchhsh-yookri-oonshchhsh-liik amri-oonshchhsh-l bhi upalbri-oonshchhsh-dh ho,positive
ye pariyojnaen injiniyron ke anoothe karname hain.,positive
pahle approach the trader karna budghimani hogi .,neutral
local bag tatha pain ko kam karne hetu ice ki thaili ka application kiya jata hai.,negative
vah officer jise arbitration karne ki responsibility saunpi gayi hai.,positive
trap shooter anavar sultan ke family ki shikayat hai ki ve behad silent rahne lage hain,negative
aur hamne ibrahim ko isha va yaoob sa beta pota ata kiya hamne sabki hidayat ki aur unse pahle nooh ko bhi ham hi ne hidayat ki aur unhin ibrahim ko aulad se daood v suleman v ayyoob v yoosuph v moosa v harun sab ki hamne hidayat ki aur nekon karon ko ham aesa hi ilm ata pharmate hain,positive
worship hi vah log lage hue hai ruin hokar rahega. aur jo kuchh ye kar rahe hai sarvtha vyarth hai.,negative
market men nihit svarthon vale vyaktiyon dvara commodities ki is way purchasing karna jisse ve market par price control sthapit karne men saphal ho jaen.,neutral
country music plays alarm beeping,negative
hook ek uncus shaped process athva part hai.,neutral
nematodes sootrak ya nema ke roop men bhi jane jate hain,neutral
ye kuchh linking creative kar rahe hain .,positive
sabse pahle hai hamara sharir jise bhautik pranashakti arthat sthool pran dharan kiye hai yah pran sampoorn snayumandal men gati karta hai aur hamare sharir ke kary par apni chhap laga deta hain parinamasvroop iske sabhi kary kisi jar-yantrik sharir ki nahin balki ek sajiv ki kriya ka svbhav dharan kiye rahte hain.,positive
harimohini ne staircase ke pas aakar do-tin times khansa bhi  lekin uska koee avail nahin huaa.,negative
2  india ki variety ko dekhte hue parliament government jyada useful hai is me desh ke sabhi vargon ke people mntri parishad me liye ja sakte hai,positive
alas hai us day deny ki,negative
i megan se angry hoon kyonki usne apne party men mujhe aamntrit nahin kiya tha.,negative
past year germany ne willingness prakat ki ki information manpower ke vast men skilled bhartiyon ki prtibha ka labh germany uthana chahta hai.,positive
household by household yah ghar se shuroo hoti hai ek hi chhat ke niche.,neutral
main aamtaur aath baje sokar uthta hoon.,neutral
i tamam nashkari machinery kattar virodhi hoon.,negative
ones immediate aim communicable diseases ka unmoolan tatha gair-snchari diseases par niyntran hona chahie.,neutral
vibhag ke lie paridrishy parisnkalp 2015 ko 2002 men banaya gaya tha. ismen agle dashak ke dauran un vibhinn mishnon priority areas dayitvon aadi ki pahchan ki gee hai jinhen vibhag prapt karne ka pryas karega.,positive
ye pustken sanskrit men expression ki power baane ke lie snskrit literature par mastery karke sanskrit literature se ghanishth acquaintance tak aur hindu college tatha christian dvara sthapit kalejon men access jane vali angrezi education tak pahunchane ka kam nibhane vali thin.,positive
vah is earth par prbhuka kingdom god,positive
sending events karyakram bhejne ke lie plugin,neutral
tenant malik ne shor-sharba dnge ya phir laingik aur jat pat ka bhav rakh kar local authority kiya ho .,negative
leonardo da vinci  १४५२-१५१९   italian artist  composer evn scientist,neutral
fail ko likhne men file fwrite   file  s,negative
ek any gurudwara gret nikobar ke kaimpal be men hai,positive
split mode brabar split,neutral
ab kuratti ka pati singan use dhundhta huaa aata husband,neutral
aapki bat solah aane sahi hai .  s chepak ne utsahpoorvak hami bhari .,positive
samay jiske bad gati ko increase speed hai sekend,positive
har drop adhik crop tatha   har khet ko pani   ko focus men rakhte hue pradhan mantri krishi sinchaee ko coverage baaya gaya hai.,negative
to i 29 milta hai  yadi 2 jorta hoon to 303 jorta hoon to 31,neutral
created the heavens aur earth ko saty ke sath paida kiya. nishchay hi ismen eemanvalon ke lie ek bari nishani hai,positive
kintu yah stage kam-se-kam ek practical force ke roop men high perfection ki ek bad ki avastha men hi prapt hoti hai.,positive
in sabhi areas of operating evn organising business activities karne ke vishishta business activities,neutral
nimnlikhit niymon aur sharton par muharbnd liphaphe men jiske oopar not brikets ki kharid ke lie nivida  likha ho aur jo mahaprbndhak issue department bhartiy rizarv baink kolkata  700 001 ko snbodhit ho prti baig 40 kilogram lagabhag ke not brikets ki kharid ke lie koteshan ka aamntran is tarah se kiya jata hai ki yah 24 joon 2015 ko 14:00 baje athva uske poorv karyalay men pahunch jae.,positive
act men yah bhi unki competitiveness baane ke roop men in enterprises ke development ki suvidha ke lie karna chahta hai.,neutral
sun ke samay region of shanghai kshetr ab tak sooraj apne kshitij ke niche tak nahin dooba hai balki yah dhundh smog ki rekha tak pahunch gaya hai,negative
duplicitous salesman ne prtima hamen bechne ka vayda karne ke bavjood use kisi aur ko bech di.,positive
aur religion dharm ki spasht se us vyakti se achchha kaun ho sakta hai jisne apne aapko allah ke aage jhuka diya aur ibrahim ke tarie ka anusaran kare jo sabse katakar ek ka ho gaya tha allah ne ibrahim ko apna ghanishth mitr banaya tha,positive
